Rainfall - (MM), Year, Statistics, Country, ISO3
58.5, 1901, Jan Average, South Africa, ZAF
85.8, 1901, Feb Average, South Africa, ZAF
79.1, 1901, Mar Average, South Africa, ZAF
41.1, 1901, Apr Average, South Africa, ZAF
15.0, 1901, May Average, South Africa, ZAF
12.2, 1901, Jun Average, South Africa, ZAF
9.6, 1901, Jul Average, South Africa, ZAF
15.0, 1901, Aug Average, South Africa, ZAF
52.1, 1901, Sep Average, South Africa, ZAF
61.2, 1901, Oct Average, South Africa, ZAF
63.3, 1901, Nov Average, South Africa, ZAF
54.4, 1901, Dec Average, South Africa, ZAF
57.1, 1902, Jan Average, South Africa, ZAF
53.8, 1902, Feb Average, South Africa, ZAF
71.0, 1902, Mar Average, South Africa, ZAF
31.0, 1902, Apr Average, South Africa, ZAF
8.1, 1902, May Average, South Africa, ZAF
19.3, 1902, Jun Average, South Africa, ZAF
10.2, 1902, Jul Average, South Africa, ZAF
18.0, 1902, Aug Average, South Africa, ZAF
45.8, 1902, Sep Average, South Africa, ZAF
32.2, 1902, Oct Average, South Africa, ZAF
33.6, 1902, Nov Average, South Africa, ZAF
52.3, 1902, Dec Average, South Africa, ZAF
40.2, 1903, Jan Average, South Africa, ZAF
43.1, 1903, Feb Average, South Africa, ZAF
26.4, 1903, Mar Average, South Africa, ZAF
41.3, 1903, Apr Average, South Africa, ZAF
20.0, 1903, May Average, South Africa, ZAF
15.2, 1903, Jun Average, South Africa, ZAF
7.6, 1903, Jul Average, South Africa, ZAF
10.8, 1903, Aug Average, South Africa, ZAF
7.6, 1903, Sep Average, South Africa, ZAF
30.6, 1903, Oct Average, South Africa, ZAF
63.0, 1903, Nov Average, South Africa, ZAF
44.0, 1903, Dec Average, South Africa, ZAF
96.3, 1904, Jan Average, South Africa, ZAF
77.6, 1904, Feb Average, South Africa, ZAF
72.8, 1904, Mar Average, South Africa, ZAF
21.4, 1904, Apr Average, South Africa, ZAF
11.4, 1904, May Average, South Africa, ZAF
12.6, 1904, Jun Average, South Africa, ZAF
7.7, 1904, Jul Average, South Africa, ZAF
10.7, 1904, Aug Average, South Africa, ZAF
16.5, 1904, Sep Average, South Africa, ZAF
35.1, 1904, Oct Average, South Africa, ZAF
41.0, 1904, Nov Average, South Africa, ZAF
40.6, 1904, Dec Average, South Africa, ZAF
54.4, 1905, Jan Average, South Africa, ZAF
63.7, 1905, Feb Average, South Africa, ZAF
60.0, 1905, Mar Average, South Africa, ZAF
30.6, 1905, Apr Average, South Africa, ZAF
25.1, 1905, May Average, South Africa, ZAF
16.0, 1905, Jun Average, South Africa, ZAF
3.8, 1905, Jul Average, South Africa, ZAF
13.6, 1905, Aug Average, South Africa, ZAF
36.0, 1905, Sep Average, South Africa, ZAF
29.4, 1905, Oct Average, South Africa, ZAF
47.4, 1905, Nov Average, South Africa, ZAF
61.1, 1905, Dec Average, South Africa, ZAF
53.6, 1906, Jan Average, South Africa, ZAF
62.1, 1906, Feb Average, South Africa, ZAF
56.7, 1906, Mar Average, South Africa, ZAF
19.2, 1906, Apr Average, South Africa, ZAF
24.5, 1906, May Average, South Africa, ZAF
12.0, 1906, Jun Average, South Africa, ZAF
3.1, 1906, Jul Average, South Africa, ZAF
6.8, 1906, Aug Average, South Africa, ZAF
30.0, 1906, Sep Average, South Africa, ZAF
67.1, 1906, Oct Average, South Africa, ZAF
70.5, 1906, Nov Average, South Africa, ZAF
80.0, 1906, Dec Average, South Africa, ZAF
87.6, 1907, Jan Average, South Africa, ZAF
93.0, 1907, Feb Average, South Africa, ZAF
63.4, 1907, Mar Average, South Africa, ZAF
73.7, 1907, Apr Average, South Africa, ZAF
30.3, 1907, May Average, South Africa, ZAF
6.2, 1907, Jun Average, South Africa, ZAF
4.1, 1907, Jul Average, South Africa, ZAF
3.1, 1907, Aug Average, South Africa, ZAF
26.0, 1907, Sep Average, South Africa, ZAF
40.3, 1907, Oct Average, South Africa, ZAF
54.4, 1907, Nov Average, South Africa, ZAF
68.3, 1907, Dec Average, South Africa, ZAF
45.5, 1908, Jan Average, South Africa, ZAF
39.8, 1908, Feb Average, South Africa, ZAF
48.3, 1908, Mar Average, South Africa, ZAF
31.8, 1908, Apr Average, South Africa, ZAF
6.5, 1908, May Average, South Africa, ZAF
14.4, 1908, Jun Average, South Africa, ZAF
16.0, 1908, Jul Average, South Africa, ZAF
19.5, 1908, Aug Average, South Africa, ZAF
24.8, 1908, Sep Average, South Africa, ZAF
46.2, 1908, Oct Average, South Africa, ZAF
44.5, 1908, Nov Average, South Africa, ZAF
47.2, 1908, Dec Average, South Africa, ZAF
109.2, 1909, Jan Average, South Africa, ZAF
116.2, 1909, Feb Average, South Africa, ZAF
83.7, 1909, Mar Average, South Africa, ZAF
39.1, 1909, Apr Average, South Africa, ZAF
39.5, 1909, May Average, South Africa, ZAF
4.7, 1909, Jun Average, South Africa, ZAF
7.0, 1909, Jul Average, South Africa, ZAF
18.1, 1909, Aug Average, South Africa, ZAF
28.5, 1909, Sep Average, South Africa, ZAF
26.1, 1909, Oct Average, South Africa, ZAF
44.5, 1909, Nov Average, South Africa, ZAF
90.2, 1909, Dec Average, South Africa, ZAF
74.8, 1910, Jan Average, South Africa, ZAF
90.9, 1910, Feb Average, South Africa, ZAF
64.3, 1910, Mar Average, South Africa, ZAF
12.5, 1910, Apr Average, South Africa, ZAF
21.0, 1910, May Average, South Africa, ZAF
18.0, 1910, Jun Average, South Africa, ZAF
12.6, 1910, Jul Average, South Africa, ZAF
8.4, 1910, Aug Average, South Africa, ZAF
23.6, 1910, Sep Average, South Africa, ZAF
64.6, 1910, Oct Average, South Africa, ZAF
36.0, 1910, Nov Average, South Africa, ZAF
58.3, 1910, Dec Average, South Africa, ZAF
79.2, 1911, Jan Average, South Africa, ZAF
47.6, 1911, Feb Average, South Africa, ZAF
85.4, 1911, Mar Average, South Africa, ZAF
41.4, 1911, Apr Average, South Africa, ZAF
43.0, 1911, May Average, South Africa, ZAF
14.1, 1911, Jun Average, South Africa, ZAF
22.3, 1911, Jul Average, South Africa, ZAF
19.7, 1911, Aug Average, South Africa, ZAF
21.5, 1911, Sep Average, South Africa, ZAF
48.9, 1911, Oct Average, South Africa, ZAF
56.3, 1911, Nov Average, South Africa, ZAF
29.2, 1911, Dec Average, South Africa, ZAF
53.0, 1912, Jan Average, South Africa, ZAF
76.3, 1912, Feb Average, South Africa, ZAF
39.5, 1912, Mar Average, South Africa, ZAF
47.7, 1912, Apr Average, South Africa, ZAF
17.7, 1912, May Average, South Africa, ZAF
20.9, 1912, Jun Average, South Africa, ZAF
9.7, 1912, Jul Average, South Africa, ZAF
8.1, 1912, Aug Average, South Africa, ZAF
13.8, 1912, Sep Average, South Africa, ZAF
14.7, 1912, Oct Average, South Africa, ZAF
24.0, 1912, Nov Average, South Africa, ZAF
69.2, 1912, Dec Average, South Africa, ZAF
52.2, 1913, Jan Average, South Africa, ZAF
91.9, 1913, Feb Average, South Africa, ZAF
77.8, 1913, Mar Average, South Africa, ZAF
33.0, 1913, Apr Average, South Africa, ZAF
11.0, 1913, May Average, South Africa, ZAF
17.3, 1913, Jun Average, South Africa, ZAF
11.9, 1913, Jul Average, South Africa, ZAF
18.9, 1913, Aug Average, South Africa, ZAF
35.6, 1913, Sep Average, South Africa, ZAF
51.3, 1913, Oct Average, South Africa, ZAF
37.3, 1913, Nov Average, South Africa, ZAF
25.4, 1913, Dec Average, South Africa, ZAF
45.8, 1914, Jan Average, South Africa, ZAF
63.2, 1914, Feb Average, South Africa, ZAF
50.1, 1914, Mar Average, South Africa, ZAF
33.4, 1914, Apr Average, South Africa, ZAF
24.5, 1914, May Average, South Africa, ZAF
19.3, 1914, Jun Average, South Africa, ZAF
9.5, 1914, Jul Average, South Africa, ZAF
24.6, 1914, Aug Average, South Africa, ZAF
10.0, 1914, Sep Average, South Africa, ZAF
37.7, 1914, Oct Average, South Africa, ZAF
79.5, 1914, Nov Average, South Africa, ZAF
87.8, 1914, Dec Average, South Africa, ZAF
104.3, 1915, Jan Average, South Africa, ZAF
78.8, 1915, Feb Average, South Africa, ZAF
24.9, 1915, Mar Average, South Africa, ZAF
20.4, 1915, Apr Average, South Africa, ZAF
19.6, 1915, May Average, South Africa, ZAF
15.3, 1915, Jun Average, South Africa, ZAF
23.7, 1915, Jul Average, South Africa, ZAF
6.7, 1915, Aug Average, South Africa, ZAF
17.7, 1915, Sep Average, South Africa, ZAF
51.1, 1915, Oct Average, South Africa, ZAF
53.0, 1915, Nov Average, South Africa, ZAF
52.5, 1915, Dec Average, South Africa, ZAF
51.2, 1916, Jan Average, South Africa, ZAF
28.7, 1916, Feb Average, South Africa, ZAF
69.0, 1916, Mar Average, South Africa, ZAF
29.2, 1916, Apr Average, South Africa, ZAF
24.4, 1916, May Average, South Africa, ZAF
6.8, 1916, Jun Average, South Africa, ZAF
7.9, 1916, Jul Average, South Africa, ZAF
9.4, 1916, Aug Average, South Africa, ZAF
9.1, 1916, Sep Average, South Africa, ZAF
33.4, 1916, Oct Average, South Africa, ZAF
40.8, 1916, Nov Average, South Africa, ZAF
79.1, 1916, Dec Average, South Africa, ZAF
64.4, 1917, Jan Average, South Africa, ZAF
80.8, 1917, Feb Average, South Africa, ZAF
70.4, 1917, Mar Average, South Africa, ZAF
39.5, 1917, Apr Average, South Africa, ZAF
15.5, 1917, May Average, South Africa, ZAF
28.0, 1917, Jun Average, South Africa, ZAF
27.7, 1917, Jul Average, South Africa, ZAF
35.2, 1917, Aug Average, South Africa, ZAF
26.9, 1917, Sep Average, South Africa, ZAF
46.4, 1917, Oct Average, South Africa, ZAF
83.0, 1917, Nov Average, South Africa, ZAF
76.7, 1917, Dec Average, South Africa, ZAF
86.4, 1918, Jan Average, South Africa, ZAF
85.5, 1918, Feb Average, South Africa, ZAF
112.2, 1918, Mar Average, South Africa, ZAF
7.4, 1918, Apr Average, South Africa, ZAF
20.7, 1918, May Average, South Africa, ZAF
11.5, 1918, Jun Average, South Africa, ZAF
21.8, 1918, Jul Average, South Africa, ZAF
27.4, 1918, Aug Average, South Africa, ZAF
36.1, 1918, Sep Average, South Africa, ZAF
41.9, 1918, Oct Average, South Africa, ZAF
40.3, 1918, Nov Average, South Africa, ZAF
63.0, 1918, Dec Average, South Africa, ZAF
53.0, 1919, Jan Average, South Africa, ZAF
45.9, 1919, Feb Average, South Africa, ZAF
57.5, 1919, Mar Average, South Africa, ZAF
34.5, 1919, Apr Average, South Africa, ZAF
8.1, 1919, May Average, South Africa, ZAF
7.5, 1919, Jun Average, South Africa, ZAF
7.4, 1919, Jul Average, South Africa, ZAF
13.0, 1919, Aug Average, South Africa, ZAF
15.2, 1919, Sep Average, South Africa, ZAF
15.5, 1919, Oct Average, South Africa, ZAF
60.6, 1919, Nov Average, South Africa, ZAF
28.2, 1919, Dec Average, South Africa, ZAF
86.3, 1920, Jan Average, South Africa, ZAF
111.9, 1920, Feb Average, South Africa, ZAF
81.7, 1920, Mar Average, South Africa, ZAF
12.9, 1920, Apr Average, South Africa, ZAF
16.8, 1920, May Average, South Africa, ZAF
14.2, 1920, Jun Average, South Africa, ZAF
11.8, 1920, Jul Average, South Africa, ZAF
13.5, 1920, Aug Average, South Africa, ZAF
24.0, 1920, Sep Average, South Africa, ZAF
52.4, 1920, Oct Average, South Africa, ZAF
36.0, 1920, Nov Average, South Africa, ZAF
53.7, 1920, Dec Average, South Africa, ZAF
37.4, 1921, Jan Average, South Africa, ZAF
90.1, 1921, Feb Average, South Africa, ZAF
111.5, 1921, Mar Average, South Africa, ZAF
45.4, 1921, Apr Average, South Africa, ZAF
21.1, 1921, May Average, South Africa, ZAF
20.6, 1921, Jun Average, South Africa, ZAF
9.0, 1921, Jul Average, South Africa, ZAF
7.6, 1921, Aug Average, South Africa, ZAF
20.3, 1921, Sep Average, South Africa, ZAF
35.2, 1921, Oct Average, South Africa, ZAF
86.3, 1921, Nov Average, South Africa, ZAF
82.9, 1921, Dec Average, South Africa, ZAF
54.8, 1922, Jan Average, South Africa, ZAF
33.7, 1922, Feb Average, South Africa, ZAF
39.1, 1922, Mar Average, South Africa, ZAF
12.7, 1922, Apr Average, South Africa, ZAF
23.4, 1922, May Average, South Africa, ZAF
21.6, 1922, Jun Average, South Africa, ZAF
8.3, 1922, Jul Average, South Africa, ZAF
28.6, 1922, Aug Average, South Africa, ZAF
15.2, 1922, Sep Average, South Africa, ZAF
42.3, 1922, Oct Average, South Africa, ZAF
80.6, 1922, Nov Average, South Africa, ZAF
44.6, 1922, Dec Average, South Africa, ZAF
109.2, 1923, Jan Average, South Africa, ZAF
87.8, 1923, Feb Average, South Africa, ZAF
43.1, 1923, Mar Average, South Africa, ZAF
30.2, 1923, Apr Average, South Africa, ZAF
23.1, 1923, May Average, South Africa, ZAF
18.9, 1923, Jun Average, South Africa, ZAF
18.5, 1923, Jul Average, South Africa, ZAF
7.7, 1923, Aug Average, South Africa, ZAF
5.4, 1923, Sep Average, South Africa, ZAF
19.9, 1923, Oct Average, South Africa, ZAF
48.8, 1923, Nov Average, South Africa, ZAF
46.9, 1923, Dec Average, South Africa, ZAF
50.7, 1924, Jan Average, South Africa, ZAF
52.9, 1924, Feb Average, South Africa, ZAF
97.0, 1924, Mar Average, South Africa, ZAF
16.1, 1924, Apr Average, South Africa, ZAF
14.0, 1924, May Average, South Africa, ZAF
7.5, 1924, Jun Average, South Africa, ZAF
5.8, 1924, Jul Average, South Africa, ZAF
15.1, 1924, Aug Average, South Africa, ZAF
33.2, 1924, Sep Average, South Africa, ZAF
31.3, 1924, Oct Average, South Africa, ZAF
68.2, 1924, Nov Average, South Africa, ZAF
97.6, 1924, Dec Average, South Africa, ZAF
60.3, 1925, Jan Average, South Africa, ZAF
65.6, 1925, Feb Average, South Africa, ZAF
142.1, 1925, Mar Average, South Africa, ZAF
62.0, 1925, Apr Average, South Africa, ZAF
32.9, 1925, May Average, South Africa, ZAF
26.0, 1925, Jun Average, South Africa, ZAF
17.2, 1925, Jul Average, South Africa, ZAF
6.7, 1925, Aug Average, South Africa, ZAF
42.2, 1925, Sep Average, South Africa, ZAF
26.3, 1925, Oct Average, South Africa, ZAF
40.5, 1925, Nov Average, South Africa, ZAF
40.0, 1925, Dec Average, South Africa, ZAF
44.9, 1926, Jan Average, South Africa, ZAF
46.2, 1926, Feb Average, South Africa, ZAF
57.9, 1926, Mar Average, South Africa, ZAF
13.7, 1926, Apr Average, South Africa, ZAF
20.6, 1926, May Average, South Africa, ZAF
14.3, 1926, Jun Average, South Africa, ZAF
11.8, 1926, Jul Average, South Africa, ZAF
4.3, 1926, Aug Average, South Africa, ZAF
27.9, 1926, Sep Average, South Africa, ZAF
33.5, 1926, Oct Average, South Africa, ZAF
53.7, 1926, Nov Average, South Africa, ZAF
49.6, 1926, Dec Average, South Africa, ZAF
45.0, 1927, Jan Average, South Africa, ZAF
50.2, 1927, Feb Average, South Africa, ZAF
71.5, 1927, Mar Average, South Africa, ZAF
19.3, 1927, Apr Average, South Africa, ZAF
9.5, 1927, May Average, South Africa, ZAF
3.7, 1927, Jun Average, South Africa, ZAF
17.0, 1927, Jul Average, South Africa, ZAF
14.9, 1927, Aug Average, South Africa, ZAF
7.0, 1927, Sep Average, South Africa, ZAF
53.9, 1927, Oct Average, South Africa, ZAF
29.4, 1927, Nov Average, South Africa, ZAF
60.0, 1927, Dec Average, South Africa, ZAF
86.4, 1928, Jan Average, South Africa, ZAF
46.3, 1928, Feb Average, South Africa, ZAF
80.2, 1928, Mar Average, South Africa, ZAF
24.9, 1928, Apr Average, South Africa, ZAF
5.5, 1928, May Average, South Africa, ZAF
7.9, 1928, Jun Average, South Africa, ZAF
3.9, 1928, Jul Average, South Africa, ZAF
16.4, 1928, Aug Average, South Africa, ZAF
29.9, 1928, Sep Average, South Africa, ZAF
29.3, 1928, Oct Average, South Africa, ZAF
50.1, 1928, Nov Average, South Africa, ZAF
52.7, 1928, Dec Average, South Africa, ZAF
59.8, 1929, Jan Average, South Africa, ZAF
43.2, 1929, Feb Average, South Africa, ZAF
89.8, 1929, Mar Average, South Africa, ZAF
20.1, 1929, Apr Average, South Africa, ZAF
17.8, 1929, May Average, South Africa, ZAF
27.6, 1929, Jun Average, South Africa, ZAF
22.4, 1929, Jul Average, South Africa, ZAF
18.9, 1929, Aug Average, South Africa, ZAF
62.2, 1929, Sep Average, South Africa, ZAF
44.5, 1929, Oct Average, South Africa, ZAF
53.2, 1929, Nov Average, South Africa, ZAF
73.4, 1929, Dec Average, South Africa, ZAF
73.3, 1930, Jan Average, South Africa, ZAF
54.5, 1930, Feb Average, South Africa, ZAF
60.0, 1930, Mar Average, South Africa, ZAF
27.4, 1930, Apr Average, South Africa, ZAF
11.0, 1930, May Average, South Africa, ZAF
10.1, 1930, Jun Average, South Africa, ZAF
7.9, 1930, Jul Average, South Africa, ZAF
26.0, 1930, Aug Average, South Africa, ZAF
18.1, 1930, Sep Average, South Africa, ZAF
25.9, 1930, Oct Average, South Africa, ZAF
34.9, 1930, Nov Average, South Africa, ZAF
57.4, 1930, Dec Average, South Africa, ZAF
80.0, 1931, Jan Average, South Africa, ZAF
45.8, 1931, Feb Average, South Africa, ZAF
57.3, 1931, Mar Average, South Africa, ZAF
47.5, 1931, Apr Average, South Africa, ZAF
4.0, 1931, May Average, South Africa, ZAF
4.6, 1931, Jun Average, South Africa, ZAF
32.2, 1931, Jul Average, South Africa, ZAF
9.3, 1931, Aug Average, South Africa, ZAF
8.4, 1931, Sep Average, South Africa, ZAF
40.2, 1931, Oct Average, South Africa, ZAF
59.5, 1931, Nov Average, South Africa, ZAF
55.0, 1931, Dec Average, South Africa, ZAF
42.3, 1932, Jan Average, South Africa, ZAF
80.4, 1932, Feb Average, South Africa, ZAF
57.7, 1932, Mar Average, South Africa, ZAF
17.7, 1932, Apr Average, South Africa, ZAF
25.3, 1932, May Average, South Africa, ZAF
12.2, 1932, Jun Average, South Africa, ZAF
9.4, 1932, Jul Average, South Africa, ZAF
4.1, 1932, Aug Average, South Africa, ZAF
37.2, 1932, Sep Average, South Africa, ZAF
27.3, 1932, Oct Average, South Africa, ZAF
44.5, 1932, Nov Average, South Africa, ZAF
56.8, 1932, Dec Average, South Africa, ZAF
43.5, 1933, Jan Average, South Africa, ZAF
32.7, 1933, Feb Average, South Africa, ZAF
43.8, 1933, Mar Average, South Africa, ZAF
24.0, 1933, Apr Average, South Africa, ZAF
6.9, 1933, May Average, South Africa, ZAF
12.9, 1933, Jun Average, South Africa, ZAF
12.2, 1933, Jul Average, South Africa, ZAF
16.4, 1933, Aug Average, South Africa, ZAF
8.5, 1933, Sep Average, South Africa, ZAF
12.6, 1933, Oct Average, South Africa, ZAF
93.5, 1933, Nov Average, South Africa, ZAF
88.6, 1933, Dec Average, South Africa, ZAF
108.4, 1934, Jan Average, South Africa, ZAF
66.4, 1934, Feb Average, South Africa, ZAF
70.3, 1934, Mar Average, South Africa, ZAF
32.6, 1934, Apr Average, South Africa, ZAF
25.0, 1934, May Average, South Africa, ZAF
7.9, 1934, Jun Average, South Africa, ZAF
21.1, 1934, Jul Average, South Africa, ZAF
14.3, 1934, Aug Average, South Africa, ZAF
11.6, 1934, Sep Average, South Africa, ZAF
47.6, 1934, Oct Average, South Africa, ZAF
87.2, 1934, Nov Average, South Africa, ZAF
70.8, 1934, Dec Average, South Africa, ZAF
36.9, 1935, Jan Average, South Africa, ZAF
52.5, 1935, Feb Average, South Africa, ZAF
59.9, 1935, Mar Average, South Africa, ZAF
37.7, 1935, Apr Average, South Africa, ZAF
41.0, 1935, May Average, South Africa, ZAF
17.1, 1935, Jun Average, South Africa, ZAF
8.1, 1935, Jul Average, South Africa, ZAF
15.1, 1935, Aug Average, South Africa, ZAF
17.4, 1935, Sep Average, South Africa, ZAF
18.4, 1935, Oct Average, South Africa, ZAF
31.9, 1935, Nov Average, South Africa, ZAF
45.6, 1935, Dec Average, South Africa, ZAF
62.2, 1936, Jan Average, South Africa, ZAF
64.5, 1936, Feb Average, South Africa, ZAF
87.1, 1936, Mar Average, South Africa, ZAF
16.3, 1936, Apr Average, South Africa, ZAF
39.1, 1936, May Average, South Africa, ZAF
4.4, 1936, Jun Average, South Africa, ZAF
13.0, 1936, Jul Average, South Africa, ZAF
5.6, 1936, Aug Average, South Africa, ZAF
24.2, 1936, Sep Average, South Africa, ZAF
41.2, 1936, Oct Average, South Africa, ZAF
100.2, 1936, Nov Average, South Africa, ZAF
43.4, 1936, Dec Average, South Africa, ZAF
90.0, 1937, Jan Average, South Africa, ZAF
92.9, 1937, Feb Average, South Africa, ZAF
45.8, 1937, Mar Average, South Africa, ZAF
18.0, 1937, Apr Average, South Africa, ZAF
8.7, 1937, May Average, South Africa, ZAF
9.7, 1937, Jun Average, South Africa, ZAF
13.4, 1937, Jul Average, South Africa, ZAF
4.0, 1937, Aug Average, South Africa, ZAF
14.7, 1937, Sep Average, South Africa, ZAF
25.8, 1937, Oct Average, South Africa, ZAF
30.0, 1937, Nov Average, South Africa, ZAF
89.3, 1937, Dec Average, South Africa, ZAF
69.4, 1938, Jan Average, South Africa, ZAF
61.4, 1938, Feb Average, South Africa, ZAF
28.7, 1938, Mar Average, South Africa, ZAF
54.5, 1938, Apr Average, South Africa, ZAF
11.6, 1938, May Average, South Africa, ZAF
21.0, 1938, Jun Average, South Africa, ZAF
13.8, 1938, Jul Average, South Africa, ZAF
12.3, 1938, Aug Average, South Africa, ZAF
17.8, 1938, Sep Average, South Africa, ZAF
50.7, 1938, Oct Average, South Africa, ZAF
45.0, 1938, Nov Average, South Africa, ZAF
81.7, 1938, Dec Average, South Africa, ZAF
75.8, 1939, Jan Average, South Africa, ZAF
126.4, 1939, Feb Average, South Africa, ZAF
53.1, 1939, Mar Average, South Africa, ZAF
16.4, 1939, Apr Average, South Africa, ZAF
24.3, 1939, May Average, South Africa, ZAF
6.9, 1939, Jun Average, South Africa, ZAF
26.4, 1939, Jul Average, South Africa, ZAF
36.5, 1939, Aug Average, South Africa, ZAF
27.2, 1939, Sep Average, South Africa, ZAF
48.7, 1939, Oct Average, South Africa, ZAF
74.2, 1939, Nov Average, South Africa, ZAF
47.5, 1939, Dec Average, South Africa, ZAF
50.4, 1940, Jan Average, South Africa, ZAF
62.7, 1940, Feb Average, South Africa, ZAF
85.3, 1940, Mar Average, South Africa, ZAF
32.0, 1940, Apr Average, South Africa, ZAF
24.9, 1940, May Average, South Africa, ZAF
22.4, 1940, Jun Average, South Africa, ZAF
9.0, 1940, Jul Average, South Africa, ZAF
5.2, 1940, Aug Average, South Africa, ZAF
47.1, 1940, Sep Average, South Africa, ZAF
18.9, 1940, Oct Average, South Africa, ZAF
65.0, 1940, Nov Average, South Africa, ZAF
