Temperature - (Celsius), Year, Statistics, Country, ISO3
22.2, 1980, Dec Average, South Africa, ZAF
22.9, 1981, Jan Average, South Africa, ZAF
22.4, 1981, Feb Average, South Africa, ZAF
20.0, 1981, Mar Average, South Africa, ZAF
18.2, 1981, Apr Average, South Africa, ZAF
14.7, 1981, May Average, South Africa, ZAF
10.6, 1981, Jun Average, South Africa, ZAF
11.2, 1981, Jul Average, South Africa, ZAF
11.5, 1981, Aug Average, South Africa, ZAF
14.5, 1981, Sep Average, South Africa, ZAF
16.9, 1981, Oct Average, South Africa, ZAF
21.2, 1981, Nov Average, South Africa, ZAF
21.9, 1981, Dec Average, South Africa, ZAF
23.0, 1982, Jan Average, South Africa, ZAF
23.2, 1982, Feb Average, South Africa, ZAF
21.0, 1982, Mar Average, South Africa, ZAF
16.5, 1982, Apr Average, South Africa, ZAF
14.5, 1982, May Average, South Africa, ZAF
11.3, 1982, Jun Average, South Africa, ZAF
11.3, 1982, Jul Average, South Africa, ZAF
13.3, 1982, Aug Average, South Africa, ZAF
17.5, 1982, Sep Average, South Africa, ZAF
18.8, 1982, Oct Average, South Africa, ZAF
20.2, 1982, Nov Average, South Africa, ZAF
22.6, 1982, Dec Average, South Africa, ZAF
24.7, 1983, Jan Average, South Africa, ZAF
23.1, 1983, Feb Average, South Africa, ZAF
21.9, 1983, Mar Average, South Africa, ZAF
19.8, 1983, Apr Average, South Africa, ZAF
14.5, 1983, May Average, South Africa, ZAF
12.0, 1983, Jun Average, South Africa, ZAF
11.6, 1983, Jul Average, South Africa, ZAF
12.6, 1983, Aug Average, South Africa, ZAF
16.8, 1983, Sep Average, South Africa, ZAF
18.9, 1983, Oct Average, South Africa, ZAF
20.8, 1983, Nov Average, South Africa, ZAF
22.7, 1983, Dec Average, South Africa, ZAF
23.8, 1984, Jan Average, South Africa, ZAF
24.0, 1984, Feb Average, South Africa, ZAF
22.2, 1984, Mar Average, South Africa, ZAF
18.0, 1984, Apr Average, South Africa, ZAF
14.3, 1984, May Average, South Africa, ZAF
11.6, 1984, Jun Average, South Africa, ZAF
11.5, 1984, Jul Average, South Africa, ZAF
13.6, 1984, Aug Average, South Africa, ZAF
16.8, 1984, Sep Average, South Africa, ZAF
18.8, 1984, Oct Average, South Africa, ZAF
20.7, 1984, Nov Average, South Africa, ZAF
22.1, 1984, Dec Average, South Africa, ZAF
24.0, 1985, Jan Average, South Africa, ZAF
23.0, 1985, Feb Average, South Africa, ZAF
20.7, 1985, Mar Average, South Africa, ZAF
18.1, 1985, Apr Average, South Africa, ZAF
14.5, 1985, May Average, South Africa, ZAF
12.0, 1985, Jun Average, South Africa, ZAF
11.2, 1985, Jul Average, South Africa, ZAF
14.5, 1985, Aug Average, South Africa, ZAF
16.5, 1985, Sep Average, South Africa, ZAF
20.0, 1985, Oct Average, South Africa, ZAF
22.0, 1985, Nov Average, South Africa, ZAF
21.7, 1985, Dec Average, South Africa, ZAF
23.6, 1986, Jan Average, South Africa, ZAF
22.6, 1986, Feb Average, South Africa, ZAF
21.3, 1986, Mar Average, South Africa, ZAF
18.8, 1986, Apr Average, South Africa, ZAF
15.7, 1986, May Average, South Africa, ZAF
11.9, 1986, Jun Average, South Africa, ZAF
11.5, 1986, Jul Average, South Africa, ZAF
14.0, 1986, Aug Average, South Africa, ZAF
16.5, 1986, Sep Average, South Africa, ZAF
18.6, 1986, Oct Average, South Africa, ZAF
20.1, 1986, Nov Average, South Africa, ZAF
23.1, 1986, Dec Average, South Africa, ZAF
23.5, 1987, Jan Average, South Africa, ZAF
24.1, 1987, Feb Average, South Africa, ZAF
21.9, 1987, Mar Average, South Africa, ZAF
19.2, 1987, Apr Average, South Africa, ZAF
16.4, 1987, May Average, South Africa, ZAF
11.2, 1987, Jun Average, South Africa, ZAF
11.0, 1987, Jul Average, South Africa, ZAF
13.1, 1987, Aug Average, South Africa, ZAF
15.4, 1987, Sep Average, South Africa, ZAF
18.6, 1987, Oct Average, South Africa, ZAF
21.2, 1987, Nov Average, South Africa, ZAF
22.9, 1987, Dec Average, South Africa, ZAF
24.1, 1988, Jan Average, South Africa, ZAF
23.3, 1988, Feb Average, South Africa, ZAF
21.8, 1988, Mar Average, South Africa, ZAF
17.2, 1988, Apr Average, South Africa, ZAF
14.9, 1988, May Average, South Africa, ZAF
10.8, 1988, Jun Average, South Africa, ZAF
11.3, 1988, Jul Average, South Africa, ZAF
14.2, 1988, Aug Average, South Africa, ZAF
15.8, 1988, Sep Average, South Africa, ZAF
17.5, 1988, Oct Average, South Africa, ZAF
20.3, 1988, Nov Average, South Africa, ZAF
21.4, 1988, Dec Average, South Africa, ZAF
23.0, 1989, Jan Average, South Africa, ZAF
21.6, 1989, Feb Average, South Africa, ZAF
21.0, 1989, Mar Average, South Africa, ZAF
17.7, 1989, Apr Average, South Africa, ZAF
14.9, 1989, May Average, South Africa, ZAF
11.2, 1989, Jun Average, South Africa, ZAF
10.8, 1989, Jul Average, South Africa, ZAF
14.2, 1989, Aug Average, South Africa, ZAF
15.6, 1989, Sep Average, South Africa, ZAF
17.7, 1989, Oct Average, South Africa, ZAF
20.1, 1989, Nov Average, South Africa, ZAF
22.5, 1989, Dec Average, South Africa, ZAF
23.5, 1990, Jan Average, South Africa, ZAF
22.2, 1990, Feb Average, South Africa, ZAF
21.2, 1990, Mar Average, South Africa, ZAF
18.1, 1990, Apr Average, South Africa, ZAF
14.3, 1990, May Average, South Africa, ZAF
11.0, 1990, Jun Average, South Africa, ZAF
11.2, 1990, Jul Average, South Africa, ZAF
13.2, 1990, Aug Average, South Africa, ZAF
16.4, 1990, Sep Average, South Africa, ZAF
18.7, 1990, Oct Average, South Africa, ZAF
21.1, 1990, Nov Average, South Africa, ZAF
22.5, 1990, Dec Average, South Africa, ZAF
23.3, 1991, Jan Average, South Africa, ZAF
22.7, 1991, Feb Average, South Africa, ZAF
20.9, 1991, Mar Average, South Africa, ZAF
18.5, 1991, Apr Average, South Africa, ZAF
15.2, 1991, May Average, South Africa, ZAF
11.2, 1991, Jun Average, South Africa, ZAF
11.3, 1991, Jul Average, South Africa, ZAF
12.6, 1991, Aug Average, South Africa, ZAF
16.2, 1991, Sep Average, South Africa, ZAF
18.8, 1991, Oct Average, South Africa, ZAF
20.9, 1991, Nov Average, South Africa, ZAF
22.2, 1991, Dec Average, South Africa, ZAF
24.4, 1992, Jan Average, South Africa, ZAF
24.2, 1992, Feb Average, South Africa, ZAF
22.2, 1992, Mar Average, South Africa, ZAF
19.3, 1992, Apr Average, South Africa, ZAF
14.7, 1992, May Average, South Africa, ZAF
11.6, 1992, Jun Average, South Africa, ZAF
11.7, 1992, Jul Average, South Africa, ZAF
12.6, 1992, Aug Average, South Africa, ZAF
17.5, 1992, Sep Average, South Africa, ZAF
18.9, 1992, Oct Average, South Africa, ZAF
20.3, 1992, Nov Average, South Africa, ZAF
23.0, 1992, Dec Average, South Africa, ZAF
24.3, 1993, Jan Average, South Africa, ZAF
22.5, 1993, Feb Average, South Africa, ZAF
21.7, 1993, Mar Average, South Africa, ZAF
17.8, 1993, Apr Average, South Africa, ZAF
15.0, 1993, May Average, South Africa, ZAF
11.6, 1993, Jun Average, South Africa, ZAF
12.8, 1993, Jul Average, South Africa, ZAF
13.6, 1993, Aug Average, South Africa, ZAF
17.7, 1993, Sep Average, South Africa, ZAF
19.4, 1993, Oct Average, South Africa, ZAF
20.7, 1993, Nov Average, South Africa, ZAF
22.7, 1993, Dec Average, South Africa, ZAF
22.7, 1994, Jan Average, South Africa, ZAF
22.3, 1994, Feb Average, South Africa, ZAF
21.3, 1994, Mar Average, South Africa, ZAF
18.6, 1994, Apr Average, South Africa, ZAF
14.5, 1994, May Average, South Africa, ZAF
10.5, 1994, Jun Average, South Africa, ZAF
10.1, 1994, Jul Average, South Africa, ZAF
12.8, 1994, Aug Average, South Africa, ZAF
16.8, 1994, Sep Average, South Africa, ZAF
18.1, 1994, Oct Average, South Africa, ZAF
21.0, 1994, Nov Average, South Africa, ZAF
22.9, 1994, Dec Average, South Africa, ZAF
24.2, 1995, Jan Average, South Africa, ZAF
24.4, 1995, Feb Average, South Africa, ZAF
21.6, 1995, Mar Average, South Africa, ZAF
17.6, 1995, Apr Average, South Africa, ZAF
14.7, 1995, May Average, South Africa, ZAF
11.2, 1995, Jun Average, South Africa, ZAF
10.6, 1995, Jul Average, South Africa, ZAF
13.9, 1995, Aug Average, South Africa, ZAF
17.2, 1995, Sep Average, South Africa, ZAF
18.3, 1995, Oct Average, South Africa, ZAF
20.8, 1995, Nov Average, South Africa, ZAF
21.0, 1995, Dec Average, South Africa, ZAF
23.5, 1996, Jan Average, South Africa, ZAF
22.5, 1996, Feb Average, South Africa, ZAF
20.6, 1996, Mar Average, South Africa, ZAF
17.7, 1996, Apr Average, South Africa, ZAF
14.9, 1996, May Average, South Africa, ZAF
11.8, 1996, Jun Average, South Africa, ZAF
9.7, 1996, Jul Average, South Africa, ZAF
11.8, 1996, Aug Average, South Africa, ZAF
15.8, 1996, Sep Average, South Africa, ZAF
18.9, 1996, Oct Average, South Africa, ZAF
19.3, 1996, Nov Average, South Africa, ZAF
21.9, 1996, Dec Average, South Africa, ZAF
23.0, 1997, Jan Average, South Africa, ZAF
23.0, 1997, Feb Average, South Africa, ZAF
20.3, 1997, Mar Average, South Africa, ZAF
16.2, 1997, Apr Average, South Africa, ZAF
13.5, 1997, May Average, South Africa, ZAF
11.1, 1997, Jun Average, South Africa, ZAF
11.4, 1997, Jul Average, South Africa, ZAF
14.2, 1997, Aug Average, South Africa, ZAF
17.3, 1997, Sep Average, South Africa, ZAF
19.4, 1997, Oct Average, South Africa, ZAF
20.4, 1997, Nov Average, South Africa, ZAF
23.2, 1997, Dec Average, South Africa, ZAF
23.0, 1998, Jan Average, South Africa, ZAF
23.9, 1998, Feb Average, South Africa, ZAF
21.9, 1998, Mar Average, South Africa, ZAF
19.5, 1998, Apr Average, South Africa, ZAF
14.6, 1998, May Average, South Africa, ZAF
12.2, 1998, Jun Average, South Africa, ZAF
11.9, 1998, Jul Average, South Africa, ZAF
13.6, 1998, Aug Average, South Africa, ZAF
16.4, 1998, Sep Average, South Africa, ZAF
18.8, 1998, Oct Average, South Africa, ZAF
20.5, 1998, Nov Average, South Africa, ZAF
22.2, 1998, Dec Average, South Africa, ZAF
24.1, 1999, Jan Average, South Africa, ZAF
24.0, 1999, Feb Average, South Africa, ZAF
22.8, 1999, Mar Average, South Africa, ZAF
19.3, 1999, Apr Average, South Africa, ZAF
14.8, 1999, May Average, South Africa, ZAF
12.5, 1999, Jun Average, South Africa, ZAF
12.6, 1999, Jul Average, South Africa, ZAF
13.6, 1999, Aug Average, South Africa, ZAF
15.5, 1999, Sep Average, South Africa, ZAF
19.1, 1999, Oct Average, South Africa, ZAF
22.1, 1999, Nov Average, South Africa, ZAF
22.4, 1999, Dec Average, South Africa, ZAF
21.9, 2000, Jan Average, South Africa, ZAF
23.0, 2000, Feb Average, South Africa, ZAF
21.4, 2000, Mar Average, South Africa, ZAF
17.3, 2000, Apr Average, South Africa, ZAF
13.3, 2000, May Average, South Africa, ZAF
12.2, 2000, Jun Average, South Africa, ZAF
11.1, 2000, Jul Average, South Africa, ZAF
14.2, 2000, Aug Average, South Africa, ZAF
15.3, 2000, Sep Average, South Africa, ZAF
19.2, 2000, Oct Average, South Africa, ZAF
20.1, 2000, Nov Average, South Africa, ZAF
22.3, 2000, Dec Average, South Africa, ZAF
23.2, 2001, Jan Average, South Africa, ZAF
22.9, 2001, Feb Average, South Africa, ZAF
22.0, 2001, Mar Average, South Africa, ZAF
17.8, 2001, Apr Average, South Africa, ZAF
14.7, 2001, May Average, South Africa, ZAF
12.3, 2001, Jun Average, South Africa, ZAF
10.8, 2001, Jul Average, South Africa, ZAF
13.2, 2001, Aug Average, South Africa, ZAF
15.3, 2001, Sep Average, South Africa, ZAF
19.7, 2001, Oct Average, South Africa, ZAF
20.5, 2001, Nov Average, South Africa, ZAF
21.9, 2001, Dec Average, South Africa, ZAF
22.7, 2002, Jan Average, South Africa, ZAF
23.0, 2002, Feb Average, South Africa, ZAF
21.9, 2002, Mar Average, South Africa, ZAF
19.4, 2002, Apr Average, South Africa, ZAF
14.3, 2002, May Average, South Africa, ZAF
10.9, 2002, Jun Average, South Africa, ZAF
10.6, 2002, Jul Average, South Africa, ZAF
13.6, 2002, Aug Average, South Africa, ZAF
16.4, 2002, Sep Average, South Africa, ZAF
19.3, 2002, Oct Average, South Africa, ZAF
20.1, 2002, Nov Average, South Africa, ZAF
22.7, 2002, Dec Average, South Africa, ZAF
24.1, 2003, Jan Average, South Africa, ZAF
24.1, 2003, Feb Average, South Africa, ZAF
21.9, 2003, Mar Average, South Africa, ZAF
19.8, 2003, Apr Average, South Africa, ZAF
14.7, 2003, May Average, South Africa, ZAF
11.3, 2003, Jun Average, South Africa, ZAF
11.5, 2003, Jul Average, South Africa, ZAF
12.0, 2003, Aug Average, South Africa, ZAF
16.1, 2003, Sep Average, South Africa, ZAF
19.6, 2003, Oct Average, South Africa, ZAF
21.5, 2003, Nov Average, South Africa, ZAF
22.9, 2003, Dec Average, South Africa, ZAF
23.8, 2004, Jan Average, South Africa, ZAF
23.7, 2004, Feb Average, South Africa, ZAF
21.3, 2004, Mar Average, South Africa, ZAF
18.7, 2004, Apr Average, South Africa, ZAF
15.9, 2004, May Average, South Africa, ZAF
12.3, 2004, Jun Average, South Africa, ZAF
10.8, 2004, Jul Average, South Africa, ZAF
14.5, 2004, Aug Average, South Africa, ZAF
15.6, 2004, Sep Average, South Africa, ZAF
19.4, 2004, Oct Average, South Africa, ZAF
23.2, 2004, Nov Average, South Africa, ZAF
23.4, 2004, Dec Average, South Africa, ZAF
23.9, 2005, Jan Average, South Africa, ZAF
24.0, 2005, Feb Average, South Africa, ZAF
21.4, 2005, Mar Average, South Africa, ZAF
17.9, 2005, Apr Average, South Africa, ZAF
15.3, 2005, May Average, South Africa, ZAF
12.3, 2005, Jun Average, South Africa, ZAF
12.7, 2005, Jul Average, South Africa, ZAF
14.0, 2005, Aug Average, South Africa, ZAF
17.7, 2005, Sep Average, South Africa, ZAF
19.6, 2005, Oct Average, South Africa, ZAF
21.3, 2005, Nov Average, South Africa, ZAF
22.2, 2005, Dec Average, South Africa, ZAF
23.8, 2006, Jan Average, South Africa, ZAF
23.3, 2006, Feb Average, South Africa, ZAF
20.3, 2006, Mar Average, South Africa, ZAF
18.1, 2006, Apr Average, South Africa, ZAF
13.0, 2006, May Average, South Africa, ZAF
12.0, 2006, Jun Average, South Africa, ZAF
12.5, 2006, Jul Average, South Africa, ZAF
12.8, 2006, Aug Average, South Africa, ZAF
16.7, 2006, Sep Average, South Africa, ZAF
19.8, 2006, Oct Average, South Africa, ZAF
21.2, 2006, Nov Average, South Africa, ZAF
22.9, 2006, Dec Average, South Africa, ZAF
24.1, 2007, Jan Average, South Africa, ZAF
24.1, 2007, Feb Average, South Africa, ZAF
21.9, 2007, Mar Average, South Africa, ZAF
19.3, 2007, Apr Average, South Africa, ZAF
14.9, 2007, May Average, South Africa, ZAF
12.0, 2007, Jun Average, South Africa, ZAF
11.4, 2007, Jul Average, South Africa, ZAF
13.5, 2007, Aug Average, South Africa, ZAF
17.8, 2007, Sep Average, South Africa, ZAF
18.7, 2007, Oct Average, South Africa, ZAF
20.3, 2007, Nov Average, South Africa, ZAF
22.1, 2007, Dec Average, South Africa, ZAF
23.5, 2008, Jan Average, South Africa, ZAF
23.7, 2008, Feb Average, South Africa, ZAF
21.5, 2008, Mar Average, South Africa, ZAF
17.8, 2008, Apr Average, South Africa, ZAF
16.0, 2008, May Average, South Africa, ZAF
12.5, 2008, Jun Average, South Africa, ZAF
12.1, 2008, Jul Average, South Africa, ZAF
14.3, 2008, Aug Average, South Africa, ZAF
15.3, 2008, Sep Average, South Africa, ZAF
19.6, 2008, Oct Average, South Africa, ZAF
21.5, 2008, Nov Average, South Africa, ZAF
23.5, 2008, Dec Average, South Africa, ZAF
23.7, 2009, Jan Average, South Africa, ZAF
23.2, 2009, Feb Average, South Africa, ZAF
21.6, 2009, Mar Average, South Africa, ZAF
19.4, 2009, Apr Average, South Africa, ZAF
15.1, 2009, May Average, South Africa, ZAF
12.6, 2009, Jun Average, South Africa, ZAF
11.4, 2009, Jul Average, South Africa, ZAF
14.1, 2009, Aug Average, South Africa, ZAF
16.7, 2009, Sep Average, South Africa, ZAF
19.6, 2009, Oct Average, South Africa, ZAF
20.4, 2009, Nov Average, South Africa, ZAF
22.7, 2009, Dec Average, South Africa, ZAF
23.7, 2010, Jan Average, South Africa, ZAF
23.7, 2010, Feb Average, South Africa, ZAF
22.7, 2010, Mar Average, South Africa, ZAF
18.7, 2010, Apr Average, South Africa, ZAF
15.8, 2010, May Average, South Africa, ZAF
11.7, 2010, Jun Average, South Africa, ZAF
12.8, 2010, Jul Average, South Africa, ZAF
14.1, 2010, Aug Average, South Africa, ZAF
17.5, 2010, Sep Average, South Africa, ZAF
19.1, 2010, Oct Average, South Africa, ZAF
21.4, 2010, Nov Average, South Africa, ZAF
22.5, 2010, Dec Average, South Africa, ZAF
23.2, 2011, Jan Average, South Africa, ZAF
23.4, 2011, Feb Average, South Africa, ZAF
22.7, 2011, Mar Average, South Africa, ZAF
17.8, 2011, Apr Average, South Africa, ZAF
14.8, 2011, May Average, South Africa, ZAF
11.3, 2011, Jun Average, South Africa, ZAF
10.7, 2011, Jul Average, South Africa, ZAF
13.3, 2011, Aug Average, South Africa, ZAF
16.9, 2011, Sep Average, South Africa, ZAF
18.9, 2011, Oct Average, South Africa, ZAF
20.3, 2011, Nov Average, South Africa, ZAF
22.1, 2011, Dec Average, South Africa, ZAF
24.6, 2012, Jan Average, South Africa, ZAF
23.4, 2012, Feb Average, South Africa, ZAF
22.2, 2012, Mar Average, South Africa, ZAF
17.7, 2012, Apr Average, South Africa, ZAF
15.2, 2012, May Average, South Africa, ZAF
11.8, 2012, Jun Average, South Africa, ZAF
11.4, 2012, Jul Average, South Africa, ZAF
13.4, 2012, Aug Average, South Africa, ZAF
15.4, 2012, Sep Average, South Africa, ZAF
18.8, 2012, Oct Average, South Africa, ZAF
21.4, 2012, Nov Average, South Africa, ZAF
22.6, 2012, Dec Average, South Africa, ZAF
24.1, 2013, Jan Average, South Africa, ZAF
23.7, 2013, Feb Average, South Africa, ZAF
22.4, 2013, Mar Average, South Africa, ZAF
17.9, 2013, Apr Average, South Africa, ZAF
15.4, 2013, May Average, South Africa, ZAF
12.2, 2013, Jun Average, South Africa, ZAF
12.3, 2013, Jul Average, South Africa, ZAF
12.8, 2013, Aug Average, South Africa, ZAF
15.7, 2013, Sep Average, South Africa, ZAF
18.8, 2013, Oct Average, South Africa, ZAF
21.5, 2013, Nov Average, South Africa, ZAF
22.5, 2013, Dec Average, South Africa, ZAF
24.6, 2014, Jan Average, South Africa, ZAF
23.8, 2014, Feb Average, South Africa, ZAF
21.4, 2014, Mar Average, South Africa, ZAF
18.2, 2014, Apr Average, South Africa, ZAF
15.8, 2014, May Average, South Africa, ZAF
11.6, 2014, Jun Average, South Africa, ZAF
11.5, 2014, Jul Average, South Africa, ZAF
14.0, 2014, Aug Average, South Africa, ZAF
17.5, 2014, Sep Average, South Africa, ZAF
19.9, 2014, Oct Average, South Africa, ZAF
20.4, 2014, Nov Average, South Africa, ZAF
22.9, 2014, Dec Average, South Africa, ZAF
24.3, 2015, Jan Average, South Africa, ZAF
22.9, 2015, Feb Average, South Africa, ZAF
22.4, 2015, Mar Average, South Africa, ZAF
18.3, 2015, Apr Average, South Africa, ZAF
16.6, 2015, May Average, South Africa, ZAF
11.9, 2015, Jun Average, South Africa, ZAF
12.0, 2015, Jul Average, South Africa, ZAF
15.2, 2015, Aug Average, South Africa, ZAF
17.2, 2015, Sep Average, South Africa, ZAF
20.9, 2015, Oct Average, South Africa, ZAF
20.8, 2015, Nov Average, South Africa, ZAF
24.5, 2015, Dec Average, South Africa, ZAF
24.9, 2016, Jan Average, South Africa, ZAF
24.3, 2016, Feb Average, South Africa, ZAF
22.2, 2016, Mar Average, South Africa, ZAF
19.1, 2016, Apr Average, South Africa, ZAF
15.4, 2016, May Average, South Africa, ZAF
13.1, 2016, Jun Average, South Africa, ZAF
11.7, 2016, Jul Average, South Africa, ZAF
14.9, 2016, Aug Average, South Africa, ZAF
16.7, 2016, Sep Average, South Africa, ZAF
19.6, 2016, Oct Average, South Africa, ZAF
22.3, 2016, Nov Average, South Africa, ZAF
24.2, 2016, Dec Average, South Africa, ZAF
23.2, 2017, Jan Average, South Africa, ZAF
23.6, 2017, Feb Average, South Africa, ZAF
22.2, 2017, Mar Average, South Africa, ZAF
19.3, 2017, Apr Average, South Africa, ZAF
15.9, 2017, May Average, South Africa, ZAF
12.7, 2017, Jun Average, South Africa, ZAF
12.5, 2017, Jul Average, South Africa, ZAF
13.7, 2017, Aug Average, South Africa, ZAF
18.1, 2017, Sep Average, South Africa, ZAF
18.4, 2017, Oct Average, South Africa, ZAF
20.8, 2017, Nov Average, South Africa, ZAF
22.6, 2017, Dec Average, South Africa, ZAF
24.2, 2018, Jan Average, South Africa, ZAF
23.5, 2018, Feb Average, South Africa, ZAF
21.9, 2018, Mar Average, South Africa, ZAF
19.5, 2018, Apr Average, South Africa, ZAF
15.7, 2018, May Average, South Africa, ZAF
12.9, 2018, Jun Average, South Africa, ZAF
12.8, 2018, Jul Average, South Africa, ZAF
12.9, 2018, Aug Average, South Africa, ZAF
15.8, 2018, Sep Average, South Africa, ZAF
20.2, 2018, Oct Average, South Africa, ZAF
21.3, 2018, Nov Average, South Africa, ZAF
23.9, 2018, Dec Average, South Africa, ZAF
24.3, 2019, Jan Average, South Africa, ZAF
24.1, 2019, Feb Average, South Africa, ZAF
23.2, 2019, Mar Average, South Africa, ZAF
19.6, 2019, Apr Average, South Africa, ZAF
16.9, 2019, May Average, South Africa, ZAF
13.1, 2019, Jun Average, South Africa, ZAF
13.1, 2019, Jul Average, South Africa, ZAF
14.7, 2019, Aug Average, South Africa, ZAF
17.9, 2019, Sep Average, South Africa, ZAF
20.1, 2019, Oct Average, South Africa, ZAF
22.4, 2019, Nov Average, South Africa, ZAF
22.5, 2019, Dec Average, South Africa, ZAF
24.3, 2020, Jan Average, South Africa, ZAF
23.8, 2020, Feb Average, South Africa, ZAF
22.1, 2020, Mar Average, South Africa, ZAF
18.5, 2020, Apr Average, South Africa, ZAF
15.4, 2020, May Average, South Africa, ZAF
12.7, 2020, Jun Average, South Africa, ZAF
12.1, 2020, Jul Average, South Africa, ZAF
12.5, 2020, Aug Average, South Africa, ZAF
16.6, 2020, Sep Average, South Africa, ZAF
20.2, 2020, Oct Average, South Africa, ZAF
21.4, 2020, Nov Average, South Africa, ZAF
22.8, 2020, Dec Average, South Africa, ZAF
